,val_loss,loss
0,1.1553993668745866,1.3638330038956235
1,0.9425876374271783,1.0510074945858547
2,0.8111338405446573,0.8942210225548063
3,0.7144239697266709,0.7964380914824349
4,0.6537027357315476,0.7215116060631616
5,0.5978810341859405,0.665219090453216
6,0.5462320353835821,0.6151148822903633
7,0.5107225320217285,0.5743297316772598
8,0.47886254655366595,0.5412341292841094
9,0.45342327789826825,0.5127483504371984
10,0.4303236129609021,0.49009613773652483
11,0.4140379312024875,0.4703374411804335
12,0.3971717366102067,0.451722468818937
13,0.38670615750280296,0.4376812108499663
14,0.3729580900716511,0.4253474299822535
15,0.3611480224538933,0.4135483473752226
16,0.35231417476792226,0.4057350673845836
17,0.3459024927155538,0.39629251959068434
18,0.3406199663877487,0.38796551182866096
19,0.3336377397856929,0.38205619499087334
20,0.3294632048769431,0.3754197779723576
21,0.3260897858576341,0.3696658538281918
22,0.32281774146990344,0.3642408585335527
23,0.3187177592719143,0.35984935217670033
24,0.3161902613091198,0.3562952466096197
25,0.3156078467145562,0.3527558755023139
26,0.3130552618849007,0.3509168740894113
27,0.3117009232836691,0.3461722611103739
28,0.30917727845636284,0.34347351482936317
29,0.30572550904683093,0.3405716704045023
30,0.3051650387827646,0.3389161163355623
31,0.30286574871702626,0.33584567521299635
32,0.30282714835960756,0.33371357132281576
33,0.3005132039331577,0.33186582627041
34,0.2979030886834318,0.3304479559191636
35,0.29582488494501874,0.327540008276701
36,0.2947161691263318,0.3261506091271128
37,0.29314424749463797,0.3240881486237049
38,0.29363086218522355,0.32117722747581345
39,0.2926334983415224,0.31940540735210693
40,0.2897636562755162,0.315994513630867
41,0.28899909157983283,0.31400073779480797
42,0.2888963006606156,0.3131672637803214
43,0.2907533682036129,0.31186663470097953
44,0.2868662257255478,0.3090760804287025
45,0.2869477061216127,0.30738632059523036
46,0.28550869023258035,0.30691044688224794
47,0.2853110001676462,0.30373273843101095
48,0.28293185206976806,0.3015165932263647
49,0.282208797860552,0.2998933590097087
50,0.281192667697641,0.2985687256285122
51,0.2789671494710175,0.29636499138815064
52,0.2786667100577192,0.2965619630047253
53,0.2773202799091285,0.29314014155949863
54,0.27673993310467765,0.293207601670708
55,0.27500234662809153,0.29017704763582775
56,0.27387325110083277,0.28957642465829847
57,0.27522872252897784,0.29115246002163203
58,0.2741154919124462,0.28681022884590285
59,0.2721390515904535,0.28522247535841805
60,0.2725628751584075,0.28411695002445153
61,0.27021714799444785,0.283166759035417
62,0.27235797894271935,0.282823352260249
63,0.27010078135539184,0.28126112967729566
64,0.26913006053390826,0.2809911857332502
65,0.2683673048899932,0.2771092211135796
66,0.26733915812589903,0.27717479443975857
67,0.2655845144763589,0.27463239107813153
68,0.26548564501784067,0.27351929221834453
69,0.26376461559398606,0.2732195281982422
70,0.265447113154964,0.2722203344532422
71,0.2657210989431901,0.2704680661218507
72,0.26304076247933234,0.2693897228581565
73,0.2637986810877919,0.27019153118133543
74,0.25907495677132497,0.26811191641858645
75,0.26100426878441463,0.2672288301374231
76,0.2593635076826269,0.263166524586933
77,0.256597694686868,0.26380621371524676
78,0.2566433400762352,0.2626630720815488
79,0.2550427120348269,0.2618997928500175
80,0.2541516910899769,0.26109285451471803
81,0.2554629404436458,0.2594332799102579
82,0.2547413744032383,0.25816896383251464
83,0.2561860093846917,0.2582967541047505
84,0.2523342354053801,0.25619214511343413
85,0.25356261779300193,0.254860406262534
86,0.2500815871594982,0.25403875157237055
87,0.24764547395435246,0.2567296952009201
88,0.2523930744183334,0.25146144539117815
89,0.24968545384366403,0.2536070036568812
90,0.24733264329419893,0.250135024700846
91,0.24654958185485817,0.2508670793899468
92,0.2448107669637962,0.2494313196837902
93,0.24517003599215637,0.24865223252347537
94,0.24417064364322208,0.24630337900349072
95,0.24054973462427204,0.24637274282319205
96,0.2394996125420386,0.24368440519486154
97,0.24224987592209468,0.24423952170780727
98,0.2418208746239543,0.24360297900225436
99,0.24072646104138007,0.2403514508690153
100,0.23589694567702033,0.24115504047700337
101,0.23832250759005547,0.23924127844827517
102,0.23591163475066423,0.23966808868306025
103,0.23786040082235227,0.2364354631304741
104,0.2386874079873616,0.23797565784837518
105,0.23379513799128207,0.23456418265189444
106,0.23336138051341881,0.23411997267178128
107,0.23442896303128113,0.23297407510025162
108,0.23343616571616044,0.23222555867263248
109,0.2316236813468012,0.23173404640385084
110,0.23229782842099667,0.2304714354553393
111,0.22938236441801896,0.2284797376181398
112,0.22768974007869308,0.2290296421306474
113,0.2298364552923224,0.2279564195232732
114,0.2279790834608403,0.22753794723323414
115,0.22672567059370605,0.22707410452621324
116,0.22791419880972666,0.22565470893468176
117,0.22774773616005073,0.22599226910088743
118,0.2259440805593675,0.22400795887623515
119,0.22495646342973818,0.22316394399319375
120,0.22631331778724084,0.22220283736075674
121,0.2258043766699054,0.22277900918253832
122,0.22760903056372295,0.21974144361913203
123,0.22346581459384074,0.22315507800451348
124,0.22291600941257042,0.21942692170185701
125,0.22296690415929665,0.21955919222107956
126,0.22403186094015837,0.2182302524042981
127,0.22244600375944917,0.2176475842403514
128,0.22258452224460515,0.21736816410507476
129,0.2245813806287267,0.21621562246765408
130,0.22204446953467347,0.2136082668921777
131,0.22204889289357446,0.2145303930767945
132,0.21873114503581415,0.21430393309465476
133,0.2151944682171399,0.21515828303992748
134,0.21573710864917797,0.21106048816016743
135,0.21816980838775635,0.20926285487200533
136,0.21627229536798867,0.20942609028092452
137,0.21522877864878287,0.21000241332820482
138,0.2172169079157439,0.2090467372749533
139,0.2175578927959908,0.20806757753448826
140,0.2139754042198712,0.2070768049678632
141,0.21514657241376964,0.20584055502499854
142,0.21462177561426704,0.20493696395839964
143,0.21395861755379222,0.20445197995219913
144,0.2135177551006729,0.20418153785169124
145,0.21294922042976727,0.20364834746079785
146,0.21239004741338166,0.20270533740520477
147,0.21293313521891832,0.2021626419786896
148,0.21293585349551655,0.20108702049723692
149,0.21123134827410633,0.1994543278004442
150,0.2112184182148088,0.2007806316656726
151,0.21221774122254414,0.20174656073429756
152,0.20841458346694708,0.19990675366350583
153,0.2117724749682979,0.20023284162793842
154,0.21019795977256514,0.19801884588386331
155,0.2093136560341174,0.19706762362803731
156,0.20961761254478584,0.19686306806547302
157,0.20977510478008876,0.19648828926895345
158,0.2142074153843251,0.19591198992516312
159,0.20857105302539738,0.1971586146737848
160,0.21015225333923643,0.1949486234039068
161,0.2099416253410957,0.19361669777759483
162,0.2094043975865299,0.19439078392727036
